0,0
0.0015977,0.00036144
0.0053656,0.0013073
0.018624,0.0046113
0.084918,0.021135
0.41639,0.10375
2.0737,0.51675
10.36,2.5797
51.794,12.835
131.79,32.201
211.79,50.56
291.79,67.265
371.79,81.274
451.79,91.713
531.79,98.224
611.79,101.57
691.79,103.05
771.79,103.64
800,103.74
