"488nm525-40-A","488nm525-40-H"
2834,3137.7
1460.6,1515
2504.6,2429.9
2533.6,2802.1
1842.8,1645.3
1485.3,1599.1
1115.1,1056.4
978.7,1236.6
12534.8,12713.2
12153.9,11624.2
8521.9,8974.6
6850.4,6464.4
6181.2,6202.5
1379.3,1323.3
282.9,657.4
2105.2,2218.6
1559.8,1913.2
4260.9,4452.6
4072.7,4375.3
1734,1798.6
5245,5495.5
220.8,830
10430.9,10818.2
7981.6,7668.3
1925.8,2323.1
3853.4,4042.1
3922.8,4137.8
1254.7,1354.8
3337.7,3194.3
1314.2,1572.3
16116.4,15260.5
8528.9,8373.4
2170,1376.5
1519.7,2049.2
5235.8,5368.3
4230.9,4635.2
1122.1,1368.3
1566.3,2134.2
300.5,705.7
2110.6,2251.2
799.1,1174.2
10173.1,9763.2
2284.2,2316.4
1462.1,1500.1
763.2,764
1462.2,1394.1
4838,5170.7
3178.1,3180.2
5458.2,5261.7
952.4,1081.1
6724.4,5914.1
2218.1,2148.9
1348.8,1075.6
1756.4,1439.1
1993.3,1464.5
1349.6,1746.6
1778.2,2036.4
1604.6,2224.4
1468.1,1631.4
6122.4,6105.4
2326.7,1961.9
44865.5,45012.3
4996.6,4869.9
773.8,804.3
415.5,774.1
487.8,740
1427.6,1527.1
2196.6,2404.1
31059.2,29178.5
5061.1,4910.4
2805.2,3118.1
3319.7,3476
19008.3,19378.6
23017.9,23113.8
2008.4,1385
1296.6,1713.7
2476.7,2765.6
2811.5,3258.2
4974.6,4766.2
13945.8,13489.1
1853,2097.4
1114.2,1185.7
7569.7,7846.3
831.3,765.3
4914.9,4872.7
1087.1,1426.8
1749.8,1775.1
3515.1,3255.6
660.6,1050.7
1288.8,1617.2
433.4,800.3
2047.9,1952.2
2565,2662.7
437.1,943
1185.6,1321.7
7047.4,7073.4
6612.2,6538.5
2708.2,2650.6
2407,2406.8
2050.7,2031.3
1745,1935.5
6736.9,6658.2
473.4,773.8
2660.9,2914.1
488.1,794.7
1529.3,1697.8
768.4,1160.2
640.4,825
1530,1501.8
12261.4,11804.5
11886.3,11528.3
2160.7,1926
1699.5,1753.7
1151.1,1267.2
1769.6,1998.2
438.8,1113.8
561.7,892.4
1670.1,1628.1
2338.1,2372.2
1292.1,1260.6
3076.9,3058.1
1691.2,2025.3
2034.1,2284.9
6303.6,6826.5
6114.3,6300.9
306.6,826.7
1729.5,1736.1
2095.2,2252.4
1022.1,1599.4
1643.7,1835.8
1275.1,1191.5
1658.7,1856.8
1270.2,1769.9
2409.9,2693.1
1505.4,1790.2
3342.7,3571.1
2315.6,2517.9
3759.8,3356.9
2357.8,2532
1873.1,2479.1
1944.2,1890.5
2057.2,2018.9
3311.6,3158.4
6671.4,6644.5
5780.2,5638.1
2338.3,2238.5
2019.2,2148
775.1,1146.8
5640.1,5763.9
561.3,1167.4
5726.4,5727.2
5397.9,5350.2
1371.6,1425.7
22738.1,22656
5689,5826.2
831.9,1470.3
2653.1,2830.2
1916.5,1889.4
2355.7,2577.7
976.5,1185.7
4810.2,5077.4
4972.6,4915
994,1200.2
7422.2,7876.4
600.9,960.7
3451.7,3901.1
1016.6,1290.7
275.9,637.4
2685,2632.5
3951.8,3491.5
8303.8,8728.3
660.7,1090.4
557.1,720.3
7912,8385.7
3397.1,3510.2
8562.1,8347.2
2958.9,3274.5
317.7,732
4838.5,4106.7
975.7,1709.7
1137.4,1097.1
413.7,684.8
1775.4,2074.2
692.6,861.1
618.4,674.1
243.8,532.9
1067,688.1
5889.9,6095.1
911.3,1408.5
6316.6,6474.3
673.6,961.3
845.1,1432.4
1925.1,2119.5
1692.6,1893.9
1929.9,2261.1
4588.4,4422.2
1285,1226.3
2176.5,2323.7
1294.5,1964.3
1683.6,2136.5
1620.3,2108.9
969.5,1142.1
3186.3,3628
19956.1,20102.7
2666.1,2663.1
1009.6,1012.1
5412.6,5998.4
3767.4,4268.5
5183.8,5458.6
1472,1709.9
19303.5,19277.9
970.1,834.8
832.7,1143.9
970.7,1154.1
2698,3267.3
14606.8,14279.4
3710.1,3746
2862.4,2737
2327.9,2725
3461.9,3190.2
445.4,726.3
2418.6,2606.2
2334.4,2126.5
1758.5,1869.7
2412.7,2689.7
7973.8,8069.3
3798.9,3496.7
4510.1,4130.8
10475.1,10679.6
224.7,748.6
908.1,1290.7
2009,2118.7
3193.5,2481.4
120.7,682.5
1955.6,1833.7
2292.9,2489.4
72.7,1002.6
6465.3,6241.2
4667.4,5172.6
13230.7,12703.3
4312.5,3998.6
-231.5,773.8
34314.3,35206
7387.8,7157.4
2575.4,2557.8
6562.4,6850.1
5061.7,4850.8
593,1029.8
833.4,1123.6
1517.9,1899
884.8,1441.8
104.5,484.5
425.1,735
316.1,891.1
603.4,1305.8
2138.5,2448.3
2234,2478.3
9621.5,9894.9
7282.9,7729.7
4565.3,4776.7
551.8,629.8
1113.5,1532
4026.2,3854.4
1517.3,1598.3
4670.1,4858.4
6695.2,6654.1
3238.3,2156.5
6070.5,6114
414.9,1203.5
2925.1,2347.5
1941.8,1912.1
5403,5064.5
114460,111924
4599.7,5241.2
822.3,1176.3
4020.7,2806
583,1193.7
1400.5,1489.2
4570.2,4730.1
7358.1,7068.2
5516.4,5706.2
62790.1,62469.1
992.8,1418.3
15360.9,15031.2
1768.4,1650.1
4858.7,4833.3
4674.1,5220.9
1638.1,1442.7
7331.8,7555.6
626.7,964.3
2338.5,2640.1
1164.8,1045.8
1377.1,1202.3
2622.1,2714.6
1586.2,1619.2
1609.6,1449.8
1913.7,2458.6
3668.6,3601.3
890.1,1080.4
1996.7,2233.9
1023.4,949.1
3132.4,3310.2
9500,9211.7
489.6,877.9
506.6,694
1561.3,1996.3
6724.8,7348.9
3116.5,3158.1
9361.3,9324
832.1,798.7
2512.1,2804.1
2052.4,2223.3
1302.8,1505.2
3579.1,3450
985.9,1321
993.4,1383.2
23483.4,24118.2
1281.5,1394.2
3891.9,3782.3
1186.1,1302.2
1309.8,1425.1
1609.5,1937.4
3777,3885.7
1136.5,1097.7
15516.7,15229.4
1479,1288.2
967.7,1110.3
9450.8,9213.3
1983.7,2372.4
1485.9,1696.7
9913.7,9709.1
1739.6,1802.8
1243,1168.5
1206.3,1016.3
5319.7,5546.4
2541.1,2624.3
4103.5,4089.2
928.6,1339.2
3983.1,4196.1
1916.7,1962.1
5817.2,5299.6
6177.9,6593.1
5855.1,6253.1
1125.3,1314.3
12418.2,11921.3
1129.8,1179.6
1237.2,1540.3
7502.7,7861.8
16247.5,16912.1
7422.4,7391.1
1998.6,2290.3
3676.6,4066.6
979.7,1115.2
1642.7,1884.4
3263.1,3568.4
2625.1,2767.4
1610.9,1390.2
52188.2,50491.9
2916.5,2684.3
6813.1,6878
20630.8,19396.3
15601,15158.1
2707.8,2612
2984.6,3222.4
9033.3,8806.5
604,733.9
568.4,993.8
2212.3,2649.2
1350.9,1357
1350,1938.2
1432.8,1409.1
1220.5,1001.4
615.9,766.5
2219.7,2497.7
5043.2,5045.4
4142.6,3443
95276.3,92805.3
91.7,580.4
1445.8,1977.2
1114,1318.7
2473.1,2519
718.4,1153.4
2453.2,2698.6
1519.8,1541.3
410.4,660.6
938.5,1126.6
5821,5325.8
872.9,826.2
1487.3,1493.4
3764.4,3541.8
234.6,644.2
2897.3,3137.8
424.5,821.8
3728.9,3867.6
4794.4,4997.4
906.4,1019.2
1451.8,1854.2
8046.5,8337.7
8589.6,8755.2
1571.5,1660
5397.2,5812
15052.5,15194.7
641.2,979.6
7621.7,7277.7
750.6,900.6
1431.9,1639.2
1006.9,930.1
5223.2,4977.3
636.8,996.9
78121.6,74346.7
850.2,1437.8
11014,11048.1
3918.3,3920.5
3105.7,3259.2
647.1,873.8
5214.6,5145.3
3169.1,3792.4
1593.1,1527.4
3317.1,3335.5
1272.9,1393.4
678.1,839
924.4,1181.1
5631.2,5923.1
689.3,820.3
5492.5,5590.1
3459.3,3860
617.6,974.7
5483.1,5631.1
461.6,884.1
1077.2,1250.5
921.2,1114.9
1239.1,1670.4
407.7,884
5708.3,5698.6
8470.5,4949.9
1334.6,1778.8
1305.4,1607.3
1190.8,959.4
2408.6,1810
3835.4,3737
10745.9,10558.2
5816.4,5926.3
3240.6,3494.2
1083.5,1185.4
2202.7,2457.7
1142.6,1019
1362.6,1741.9
734.1,682.1
290.2,588.4
49662.9,49896.7
11312.6,11632.4
1113.1,1303.6
407.7,604.6
14394.6,12986.7
1068.9,1216.4
8238.7,5754.5
4616.3,4691.3
17670.7,17682.6
4202.3,4869.3
1810.5,1742.8
2918.2,2695.3
9148.5,9213.8
423.3,613.4
3621.3,3467.1
544.6,932.2
2039.2,2306.4
1575.1,1552.3
7109,6777.7
1701.1,1419.2
1317.1,1603.2
6207.2,6252.4
825.7,1044
18324.5,18618.7
7010.7,7003.6
1382.2,1429.7
1496.4,1583.2
1922.1,1530.7
3702.3,3627.6
2506.6,2785.8
4616.7,5228.4
4428.6,3967.4
3461.1,3847.5
3160.7,3464.8
9531.6,8413.9
1813,2042.3
12626,12668.3
9931.2,10051.1
2668.8,2596.3
5194.3,5308.9
487.6,806.7
-7.3,554.5
1176.2,1186.9
2769.2,2694.1
1504.3,1902.5
1750.8,1650.6
3101.1,3282.8
3598.7,4231.9
1280.3,1665.2
2858.3,3295.4
1391.1,1938
1104.6,1337.7
5532.6,5528
23504.7,23997.3
896.8,977.1
898.1,965.9
10957.7,11310.3
2046.8,2221.3
1248.7,1709.1
1294.6,1778.8
1833.8,2087.1
2806.2,3044.6
1537.6,1906.7
1752.9,2160.2
2016.5,2494.7
5576.1,5911
2352.8,1755.3
2591.1,2313.7
4046.2,3858.5
6703.5,6476.8
1207.3,945.2
1282.4,1596.6
981.5,1414.8
2342.7,2215.3
1524.5,2127.5
2049.5,1933.8
7234.3,6790
6393.6,6500.3
2532.5,2968.2
3452.2,3569.2
1937.8,1800.3
1029.2,1354.4
708.4,995.2
4301.8,4230.2
1999.7,2030
4626.6,4795.2
1477.5,1737.2
1695.6,1868.2
7517.7,7964.8
662.4,1042.2
1416.1,1532.6
1746.1,1613.1
8182.8,7146.3
2828.4,3042.1
1053.6,1786.5
756.1,962.7
724.3,1003.6
9756.7,10612.3
977.2,1341.8
3440.5,3608.1
-88.1,479.1
40146.3,39488.5
1055.1,1169.8
674.6,1201.3
1820.1,1752.4
1583.7,1867.8
788.6,829.9
6696.9,6345.4
544.2,737.9
4167.9,3973.1
4877.9,3822.2
2044.1,2005.9
2615.6,3078
773.1,1398.7
138082,133984
1473.8,1142.5
6870.4,6632.7
1555.3,1490.6
2334.9,2001.8
8318.7,7762.1
2110,2555.3
3689.1,3691.9
2139.8,2479.4
4149.4,3881
8284.4,8319.2
2397.9,2477
1923.1,1809.7
891.2,1101.6
2590.9,2862.3
630.6,934.2
6326.5,6097.4
3557.4,3438.5
2003,2405.7
3215.2,3101.4
248.6,763
544.5,720.2
2304.3,2437.3
1201.4,1360.7
1109.3,1311.1
1351.7,1748.6
4943.1,5874.7
1871.9,2384.3
3700.4,4006.6
553.5,678.7
3155.2,2722.5
884.6,1039
498.3,1157.9
31.8,617.2
6451.7,6623.3
2008,2109.8
4675.8,4870
1011.3,939.1
15574.9,16386.1
377.5,664.5
1143.1,1216.3
6561.8,6230.2
9128.2,8838
7169.5,6329.7
2122,2129.2
3030.2,3068.4
4525.6,4284.2
1637.7,1787.6
5957.7,6005.7
1017.9,1322.2
1055.1,1028.6
4411.1,4445.1
68884.8,65618.3
2375.9,2559.2
2164.9,2586.1
885.1,1004.9
17.1,618.7
-523.7,739.6
7976.7,8020.3
2948.7,2637.8
7480.1,7162.6
1858.7,1899.2
1044.7,1146.6
9374.6,9209.3
1154.2,1196.4
12459.2,12200.8
12826.4,12849.4
831.1,1407
1072.4,1709.1
827.4,1166.2
4238,4523.7
13936.2,13643.1
7391.3,7036.9
492.8,820
4812.1,4670.7
279.1,759.1
1856,1735.6
453.7,814.1
6774.5,6237.9
2643.6,2538.8
6004.7,6247.9
3533.4,3473.8
1566.7,1834.1
1747.9,2071.3
1353.3,1575.4
349.4,1078.2
1372.1,1592
3200.4,3478.3
6802.5,7449.4
8460.7,8293.4
547.8,925.3
266.4,592.7
1384.1,1290.8
708.1,824.4
1736.4,1688.3
667.9,968.2
3668.4,4086.6
1491.8,1395.3
2732.9,2592.2
1211.2,1210.5
1103.8,1073.2
1083.4,1572.6
3216,3414.8
1835.5,2087.5
697.8,1150
4905.4,5594.2
2720.8,2851.5
2032.7,2193.2
2386.8,2648.3
1471.2,2026.4
1034.9,1322.5
4135,4244
6651.2,6891.6
906.9,1250.2
5063.6,5149.1
5705.8,5338.3
1765.9,1807.2
700.1,1850.7
1606.2,2604.3
903.7,1149.8
1897,1536.1
886.1,1114.6
1277.7,1786.6
3355.6,3217.3
1250.4,1198.2
12193.7,11947.9
6703.6,7008.5
2965.2,2579.1
9184.6,9685.9
41022.5,38046.1
1424.1,1764.1
7018.9,7108.5
3433,3365.9
4173.1,4138.8
1964.7,2466.1
2211.5,2715.3
1581.6,1995.9
2954.4,3109
2410,2842.2
2161.9,2022.3
3198.7,3149.3
652,769.4
243.9,454.5
10419.7,11313.7
1313.1,1731
1589.6,1741.9
7038,7352.2
5466.2,5430.3
6299.3,6765.3
2030.7,2100.4
2116.3,2247.1
5880.1,6090.7
2395.4,2408.3
2355.4,2592.4
464.5,705.4
10484.1,9847
3046.8,3021.9
8669.6,8809.7
6248.4,6256.2
734.4,937.4
4684.3,4525.3
742.9,836.6
3086.5,2838.8
5062.5,4998.6
60666.5,61725.8
8824.3,8758
3200.4,2722.2
1696.9,2213.8
921.9,1674.1
1958.9,2280.2
2231.2,2666.3
907,1629.8
1891.7,2356.3
807.4,1427.6
957.6,1610.4
5760.1,6050.2
2661.8,2877.2
1859.3,2249.8
1916.8,2337.3
580.8,1043.4
305.7,647.8
8131.1,8223
1004.1,851.1
2297.4,2762.3
6980,7126.9
6863.9,6673.2
1135.7,1434.1
1487.3,1556.8
5985.9,6139.7
389.9,683.9
28603.5,27976.2
555.9,613.4
569.4,923.2
5291.8,5673.8
7503.9,6674.5
2439.2,2276
12142.7,12586.1
318,1194.7
1652.2,2115.6
9987.1,10389.1
1830.3,2250.3
12547.9,12239.2
3579.8,3948.9
5008.6,5370.7
2263,2248.1
3376.3,3477.8
749.1,978.6
2344.7,2562.6
11476.1,11295.5
4215.4,4193.4
1098.7,1361.9
6412.7,6549.8
7779.6,7647
3855.6,3952.5
1078.1,999.1
587.2,786.5
2625.1,2910.4
2749.9,3124.5
6559.2,7182.1
4193.8,4326.5
6462.3,6370.6
1786.5,1741.9
2190.6,2626.8
470.7,770.1
2848.4,2759.3
3612,3603.3
1072.4,1401
1774.9,1813
1149.6,1241.7
3594.6,3688
5104.7,5093.6
1672.4,1918.3
10468.7,10437.3
1190,981.7
3684,3841.7
15488.7,15469.4
1685.1,1859
8318.6,8669.9
4297.4,4568.7
1113.1,912.4
10435.1,10935.6
10304.7,7004.6
-684.4,530.7
11702.9,12416.2
4876.4,4438.6
1263,1361.4
24041.7,23090.5
11606.3,11811.3
3017.4,3577.4
103984,104091
2045.3,1925.3
10095.8,10233.2
1130.9,1180.6
1061,1366.6
1747.5,1567.5
5924.5,5581.8
8102.3,7549.4
4025.4,4122.1
3223.6,3476.2
1776.1,2194.7
1743.8,1697.8
1316.7,1634.8
627.7,1298.3
3244,3277.8
5218.7,5132.3
622.9,1020.5
5466.2,5337.2
4305.7,4170.4
901.6,1320.3
2784.6,2443.2
1122.1,1198.2
1589.2,1748.4
2553.4,3026.5
1218.6,1724.1
693.2,882.1
762,1018.7
2328.7,2451.6
13652.1,13636.6
1468.1,1629.1
2026.2,2545.3
7879.7,7908.3
3400.9,3367.1
1414.3,1672.5
2310.8,2589.8
5585.6,5810.3
5582.7,5411.2
991.6,1185.8
7192.7,6522.6
1638.6,1593.3
1350.6,1456.4
253.1,623.5
1531.4,2366.2
10049.7,9883.9
2421.6,2773.9
1398.8,1748.3
10210.8,10252.9
1565,1502.1
3777.8,4148
3752.6,4015.1
759.6,1116.1
354.2,1026.9
2996.7,3038.1
4910.9,4912.7
8264.5,8165.9
7314,7597.9
296.1,722.8
3078.9,2977.8
3414,3995.3
1622.1,1715.9
4869.6,4841.7
1228.6,1760
7607.7,7445.6
1621,1666.2
2014.6,2366.2
781.8,665.1
924.5,1097.4
634.5,873.7
2362.2,2361.7
1691.1,1763
3976,3952.2
7339.2,7254.3
1332.8,1813.3
1434.2,1300.4
4707.9,4184.7
1183.7,1413.1
9419.1,10042.8
3997.8,4471.1
1671.6,2040.4
5702.6,4671.6
12388.2,12412.6
1551.1,1482.7
2360.4,2192.3
28075.4,28510.6
136.9,640.4
522.5,670.7
363.2,770.5
527.1,839
6473.3,6123.3
2324.2,2314.6
4017.8,3741.3
1233.3,1065.2
5468.8,5397.4
2308.1,1924.3
1426.9,1282.1
1287.3,1201.8
2136.4,2112.2
390.2,634.8
-341,501.8
1154.7,1140.3
5516.5,6632.2
12280,12080.5
6716.8,6339.5
13578.2,13945.2
389.5,649.2
671.6,787.2
4220.8,4281.8
11188,11244
1111.2,1580
2672.6,2996.2
514.2,949.7
2328.3,2442.3
1456.7,1521.3
1794.6,2068.9
6483.8,6228.9
1917.3,2115.6
1467.7,1532.3
308.7,693.8
2448.5,2968.1
3096.8,3360.5
18785.7,19355.2
688.6,913.8
1604.1,2065.3
2818.6,2935.5
2541.2,2864.8
3332.9,3209.4
2100.9,2502.2
1811.5,2594.3
4739.6,4480.5
2245.8,2660.3
892.6,1014.7
1542.6,1935.1
13134.6,13236.1
3943.9,4332.5
1299.2,1150.1
837.3,1230.5
1459.9,1857.8
4254.4,4551.3
4034.3,4025.2
5956.1,5754
1782.4,1735.2
1412.4,1302.2
7233,7578.2
1693.9,1590.3
1365.6,1966.2
1730.8,2473.1
2128.5,2265.4
1967,1981.7
9240.9,8776.7
14783.2,13605.1
13224.6,11474.8
5070.7,5324.6
1521.6,1730.7
3804.4,3864.3
2740.4,2968.2
1778,2094.7
2435.1,2641.7
1137.8,1365.3
4764.9,4732.6
2273,2334.8
6329.5,6934.6
364.8,814
7396.9,7514.2
5636.1,3004.3
1176.2,1314.8
1521.2,1954.3
2310.2,2260.3
6036.6,5666.2
7360.8,7425.3
10038.2,9727.8
2677.1,3199
4903.4,3889.8
7552.9,7778.3
1596.5,1592.3
1940.5,2198.3
1896.4,1957.4
4069.9,4027.2
2185.8,1926.2
1158.7,1134
760,753.7
1536.1,1702.2
25428,25652
1588.1,1924.1
3582.2,3756
1125.5,1186.7
2068.1,2412.2
2298.3,1970.3
2276.4,1903.2
2007.9,1994.1
332.7,636.3
10198.5,10136.1
892.4,935.1
1996.3,1800.5
2199.1,2418.6
5759.1,5865.8
516.1,949.9
4638.9,4449.4
98026.7,97169.9
2314.4,2645.1
1183.9,1430.2
578,756.3
3145.1,3301.9
5590,5494.1
2544.8,2644
2487.6,2798.7
1666.1,1980.1
71492.2,71354.9
367,671.6
4641.1,4534.4
551.3,678.5
5689.2,5692
1987.9,1784.7
2173.5,2133.9
2448,2461.9
3564.6,3546.8
7642.7,7863.9
2372.2,2130.1
5985.8,6361.2
1613.5,1907.3
1341.3,2167.4
1581.1,2186
5442.9,5857
8837.9,8831.2
3859.5,4458.2
37603.6,35606.2
1655.4,1686.5
1618.7,1649.7
3581.1,3651
1359.1,1485.9
6655.6,5978.1
5858.7,5942.3
649.9,1016.7
1449.3,1759.1
38703.1,38007.6
1453.6,1530.7
4468.3,4281.2
4152.4,4350.6
1374.4,1752.4
1257.5,1670.7
1876.8,1909.9
6592.3,7187.3
8456.4,8665.4
11494.2,11658.6
553.3,817.2
1540.4,1236.6
6732,7191.5
2702,2693.8
1455.4,1546.2
1332.3,1395.1
-42.9,666.7
375.7,706.8
598.2,1538.3
83377.2,80972.3
4351.9,4379.6
5834.9,5883
1391.8,1613.2
3887.3,3929.3
826.5,1300.5
3335.8,3339.5
5017.4,5131.2
2079.5,2145.7
20943.6,20763.2
3736.1,4094.2
3941.1,3851.2
1836.8,2073.8
952.6,940.1
12640.2,12580
1360.7,1330.1
927.7,811.6
530.1,1004.6
1285.4,1271.2
1060.4,1082.1
1536.7,1857.3
16225.3,9004.9
2015.7,1981.8
1105.4,1511.1
974.8,1053.8
9708.6,9722.3
1432.6,1682.6
4608.2,4444.4
2189.2,3240.8
14489.9,14497.4
5250.1,4127
654.9,1382.2
1203.7,1403.9
2264.5,2539.7
309.6,773.9
3842.8,4188.3
7189.1,6998.7
6892.1,7100.1
1539.2,1746.5
934.7,1266.9
4046.9,4132.5
7238.2,7166.1
9084.8,9442.6
1536,1541.9
2991.6,3026.8
1747.2,1623.9
7302.7,7474.1
999.5,1155.3
645.1,874
491.9,711.2
1008.6,1601.7
30923.5,31474.2
521.9,902.3
7438.4,7766.5
13354.5,12173.7
3009,2985.7
1225,1352.2
535.2,900.4
6748.4,6208.7
2908.6,2834.8
7743.3,7495.1
1070.6,1367.6
3605.7,3564.6
2135.8,2241.2
8081.9,8016.4
5156,5577.4
4077.2,4066.5
17871.6,17791
2485.7,2498.6
1615.3,1729.2
2753.4,2548.6
10570.5,10734.6
4451.5,5047.5
1813.3,1838
1677.1,1580.3
2463.9,2522.1
844.6,1298.7
1477.8,1577.8
1765.7,1714.8
2903.7,3234.3
8678.9,8059
6511.5,6213.8
1482.1,1263
33297.4,32322.3
5781.5,5974.9
323.4,633.2
2990.2,3193.9
1825.3,1932.8
1189.8,1499.5
3587.3,3800.3
978.1,1384.3
4338.8,4158.2
17714.5,17425.7
1750.1,1643.2
7530.1,7270.2
217.6,923.2
9412.9,9834.5
1957.2,2108
3867.2,4042.1
928.5,1642.7
353.2,739.6
3462.9,3530.2
2292.1,2468.6
1417.1,2021.1
885.3,746.3
22425.9,23138.1
4027.2,4060.3
10391.7,10237.8
11426,10544.1
837.9,1007.1
1034.1,1306.6
5670.1,5865.8
1886.2,1922.6
1160.7,1364.4
5764.1,5831.4
3357.2,3499.8
2635.7,2768.8
2175.4,2038.2
6794.7,6763.9
1434.3,1740.3
2906.3,2932
362.1,758.7
2207.6,2343.1
2520.5,2775.6
10824.7,10902.1
1335.5,1533.9
1845.2,1442.1
3526.3,3377.2
1634.1,2139.9
1128.8,1079.4
1570.9,1969
1877.4,2519.2
1215.7,1805.6
2082,3178.2
414.4,1038.3
2305.6,2486.2
5131.2,4837.3
2382.3,2433.1
1951,2433.4
1318.5,1501.7
5989,5865.7
783.1,1117.9
1540.1,1602.1
6742.5,6704.2
6984.2,7172.4
2713.2,2773.1
10891.3,10743.1
1620.8,1929.2
15612,15062.7
4390.1,4039
1164.8,1085.9
9968.4,9432.2
1946.4,1748.6
1841.4,2034.4
2213.5,2267.8
4374.2,4064.7
1097.5,1262.2
29736.7,28132.4
168.4,819.2
3371.2,3368
511.4,962.3
367.2,657.8
463.8,804.6
1043.6,1146.9
6107.8,6155.9
936.2,1094.6
674.2,876
5174.3,5266
1242.2,1697.8
3469,3977.9
15306.2,10747.6
2288.5,2303.6
7522.8,8054.4
5118.7,5004.5
2938.8,2492.9
2677.6,2671.8
1865.8,2382.4
6266.9,6342.6
575.7,762.2
7464.4,7533.3
10636,10721.2
1197.4,1342.3
575.8,698.8
1536.6,1716.1
7600.6,7683.2
5312.7,5238.8
2222.2,2104.9
1585.8,1627.6
2464.6,2451.1
2885.2,3026.9
3697.4,3786.7
2675.7,3277.4
3967.1,3621.8
1872.3,1836.8
4795.5,4945.6
1226,1652.7
1482.4,1761.1
488.7,656.2
1717.6,2043.6
1212.4,1452.1
2282.9,1943.3
1912.6,2026.2
152.7,1055.6
332.6,762.2
2190.3,2509.6
1483.5,1194.2
1964.5,2215.7
837.8,1044.9
772.7,805.7
1851.3,2696.7
6364,6799.1
900.9,1142.8
778.8,766.3
153597,153946
1959.2,2047.5
569.6,972.4
2191.1,2267.7
1005.2,1088.1
1571.2,1910.9
1139,1293.6
2562.5,2727.8
9134.9,8641.4
1333.7,1436.4
8868.2,8795.7
3282,3722.5
7466.5,7007.4
2707.6,2452.4
2935.8,2779.9
6764.7,6166.1
5961.8,5965.8
1821.2,1978.6
6508.9,6409.3
2305.1,2255.9
551.5,922.7
1239,1817.9
1926.2,1699.6
1322.5,1671.6
2909.1,3152.5
8422.8,8278.4
1410.6,1614.8
763.5,733
1588.8,1998.4
2346.9,2358.6
1273.7,1402.2
5479.6,5140.1
2797.6,2491.2
708.2,736.9
1167.2,1862.3
2455,2362.7
7014.7,7133.8
2062.7,2186.2
1598.1,1619.1
2112.7,2149.4
5049.8,5300.8
31824.5,32049.6
2597.5,2413
2011.4,2284.1
3063.9,3016.5
1467.7,1975.6
3502.9,3368.6
832,922.2
2456,2575.7
1612.8,1752.7
782.7,1204.5
1339.5,1615.1
4714.6,4487.2
6806.3,7550.3
551,815.8
10451.2,10314.5
10375.2,10535.7
1131.9,1218.4
1048.7,1958.9
2725,3535.8
5034.9,5241.4
770,666.5
3399.2,3312
1873.9,1690.3
817,1525.6
716.3,884.6
2295.6,2682.9
2078.6,2100.4
12909.8,12587.9
561.7,860.4
1503.7,1910.1
2330.8,2693.8
15214.6,14848.2
22292.4,21964.2
970.7,881.8
2317.6,2607.9
361.5,690.7
589.8,576.7
6816.5,6689.1
1481.7,1351.8
1716,2087.6
2725.3,2438.4
24975.1,24190.8
2162.7,2588.5
1525.4,2147
3329.8,3406.4
3025,3411.7
6795.4,7206.3
2566.8,2626.8
620,1427.9
5698.6,4900.1
1899,1833.6
1638.2,1350.8
4969.5,4535.2
1728.3,2051.6
1706.6,2075.1
1997.4,2018.7
1414.9,1545.9
1291.8,1741.1
1194.2,989.4
3623.9,3100.1
1545.8,1200.1
1790.4,1303.3
8970.3,9057.7
1302.8,1237.6
364463,358746
1731,1647.2
2338.1,2455.2
2473.3,2862.3
3682.7,3679.5
13814.2,13674.9
855.4,785.9
1735.1,1973.3
1835.1,1806.5
1785.1,2669.5
3826.2,4422.7
4593.8,4646
1393.4,1398.6
679.7,836
485.2,805.9
1298.9,1471.2
2865.3,2885.2
976.5,1477.7
3178.9,3021
5089.7,5447.3
1702.9,1709.9
3036.8,2337.3
739,1137
76813.7,74219.9
2028,2147
1407.3,1446.8
2861.4,3074.1
2071.3,2411.2
6789.6,6505.5
2521.1,2688.3
516.1,614.4
399,914.2
947.8,1063.4
1382.2,1699.7
1232.3,1141.4
3788.9,4881.4
6794.1,7497.1
3720.8,3720.6
8584.2,5951.6
618.3,854.7
660.6,1351.8
6379.4,6398
161,475.5
5918.3,5885.9
285.3,671.4
824.2,938.6
1825.8,1801.9
35659.4,35180.9
785.9,959.9
910.1,978.6
3669.1,3401.2
1321.8,1375.4
1851.7,1868.9
11451.3,10549.8
1801,1814.9
4707.1,4515.8
5427.2,5375.1
2241.4,2520
4994,4689.1
2246.4,2373.3
614.9,497.6
2806.1,3017.5
1622.1,1795.4
1523.8,1747.5
2120.1,2452.4
97140.5,98388.3
242.3,480.9
1924.7,1752
376.3,785.6
1188.8,1587.5
727,1295.5
1097.3,1187.1
3595.6,3785
858,1300
11662,9074.8
1232,1505.5
780.2,1419.5
3361.4,4136.1
7675.1,7848.9
1021.1,1279.1
1262.1,1095.8
38696.9,37435.8
167,1564.1
2459.7,3422.7
280.5,884
851.8,1317.4
1982.2,2012.6
3022.5,3291.9
2121.5,2116.6
1178.9,1425.9
4521.3,4632.6
1126.9,1136.5
2935.7,2490.1
5994.5,5818.2
5594.5,5945.7
531.2,758.9
1437,1464.1
2467.8,2789.5
6555.1,6713
3889.3,4246.6
19067.6,18799.2
534.9,577
804.8,971.6
7030.8,6861.8
4480.9,3873.1
5661,5753
7359.5,6544.3
939.7,930.7
2256.5,2135.2
1976.9,1711
1258.2,1286.2
4721.5,4845.5
