"488nm525-40-A","488nm525-40-H"
96454.2,96544.6
110041,109326
101461,99060.5
173827,162067
116698,116189
114599,110516
63869.8,61716.6
125968,121329
162757,162776
160572,145462
167679,166912
230160,208575
106974,101580
164027,163408
196984,183324
267561,260093
144844,144098
104126,100327
200977,195037
103515,95374.4
121682,110654
117964,113255
172439,167282
117754,113434
77173.1,77370.6
267635,268596
53936.5,48052.2
119569,119347
214705,212758
369600,196616
148897,148503
188550,192081
91625.4,90124.8
204869,199937
162975,160788
95339.5,95255.3
64530.3,65791.4
90484,90165.7
111858,113969
112771,107895
123884,121108
146818,142163
91251.8,92564.4
124560,125217
118553,115863
150327,151349
65988.7,61101
171710,173295
258745,260316
85062.6,86555.2
174864,169653
179630,175230
216073,211341
332466,191044
195502,189564
209231,196716
125340,116902
102666,95610.1
572760,554698
271585,169723
69208.2,68332.1
357242,262213
184503,180554
96719.2,94245.4
114904,117607
132571,133396
170915,171160
153268,153900
270026,136090
93176.1,94204.4
147823,144472
388521,371388
113308,110168
173865,165972
30547.7,30678
446932,409635
91888.7,93076.7
191752,183834
201654,197456
142650,142855
178744,177862
144904,146519
319514,310367
106505,105571
148747,143292
224400,215764
565459,335947
108548,104103
548302,515480
135410,133707
133731,128474
183956,179921
160331,154697
660612,632049
187803,180742
119162,116098
146306,147038
200612,196176
121836,117168
86026.2,86148
142559,139021
68495.1,67900.8
154702,150784
186157,189010
224565,223346
157610,156268
230322,224354
90669.8,88030
139248,127616
126987,121429
174716,172800
167358,165865
175234,167187
121486,115793
162512,158012
122621,123892
164745,164469
96076.8,93766.6
108672,107310
115683,115489
166621,162724
260927,249160
175038,169469
131726,121781
170590,164495
99631.4,94350.6
251675,238598
112404,111880
156783,153219
831300,807150
314874,303388
285721,285354
130991,127923
104656,103130
152583,149465
234647,236102
99098.4,96580.6
285897,280310
550760,533447
85336.8,83704
43761.3,43146.7
112350,112946
83344.5,82276.2
119839,121434
108960,105840
137369,132832
282212,276907
130320,128906
159711,161247
170370,170190
156725,147497
42546,43448.2
200763,199587
125468,124244
186091,177014
132449,131223
250522,244047
149440,148947
96490.1,92367.3
31113.5,30965.4
50817,47798.1
245726,237689
114755,112174
91887.3,86708.6
198345,199324
256184,251545
147837,140902
202601,197430
148874,135159
140630,137195
269608,265915
151716,150944
493674,501335
122416,119221
80479.3,81004.2
140447,138891
263364,263858
227485,225865
307510,292345
331714,325687
119482,119956
473265,456731
214096,217523
306929,202491
137887,139594
143750,131637
105095,102188
91466.3,92120.1
221131,206749
200390,145564
105137,101896
197259,193362
119820,116051
242111,232571
97244.1,100081
126901,127253
153849,150298
80359.3,75826.4
148504,144380
111219,110021
119494,119074
134824,134188
165137,162082
96524.3,96682.7
154346,156042
111439,109267
138890,136832
130535,118887
168998,168653
190345,189107
153530,147237
290300,286867
186104,182024
84964.5,86118.5
80338.1,80522.7
527492,514463
159869,160266
132959,130777
39521.6,40135.6
94446.7,95191.7
154632,152120
178438,174556
318070,302040
151651,147368
157535,112061
118009,116037
59045.1,57814.7
240702,230095
132591,128005
233875,222785
97235.8,96271.4
155991,143134
175323,169063
440623,426014
157122,142786
194668,183020
127387,118794
134588,128282
256231,246567
160711,155358
85936.2,84210.3
134624,133348
199682,200664
459610,453408
163578,166958
220402,220350
149769,140555
138653,135475
170734,168991
137840,140472
111952,111562
358468,345949
76492.7,77713.4
88195.5,90539.4
170359,174196
90991,90911.3
201633,201642
161322,157577
142043,145028
337175,340556
361498,364869
265465,259734
152704,145753
71603.8,70880.5
158689,151436
159823,157744
210487,210639
153311,152036
93710.9,92209.8
169947,158463
162537,163892
235479,238542
104672,104548
178428,173807
149256,147993
93661.2,92460.1
197550,192398
180584,173473
152398,152095
150956,147762
251152,181444
187432,184615
173788,164339
73789.1,72386.6
206842,202766
358525,201864
193226,194626
118217,116437
164439,163038
152421,152094
397446,396059
95846,92959.3
93013.1,91790.7
100487,99096.3
170600,163604
171194,165731
125300,127298
182948,178218
27193.1,29536.3
137526,134664
73585.5,75281.2
298549,289392
143169,143030
93326.2,83821.3
201662,198199
142723,138561
108181,106392
153709,156599
403001,396084
125867,125103
101996,100288
34117.6,34508
256563,264258
116603,116990
161743,157088
142343,138277
296508,180379
520904,511974
89097.1,83394.1
82896.6,83332.8
125755,121709
123476,123556
199665,188891
142641,136370
126375,122831
146577,135193
173494,169573
126694,121743
85950.6,81730.3
194752,191883
64015.2,64696.5
127649,124995
107053,102852
129254,128606
162865,164105
72960.2,72292.8
192279,183910
198164,111388
221724,216039
98331.6,98277.2
101109,99027.1
70919.5,69820
159324,157568
120695,120656
207275,197697
126172,129466
75284.4,74503.3
122717,117603
224366,229177
119280,118050
478611,476490
127370,126155
172255,165413
142194,142696
77482.1,76044.8
205172,194133
132528,126058
158641,152199
339174,332033
134122,133464
81485,79664.2
92137.8,93684.6
166319,156672
66581.5,64759.3
122245,119887
176314,169949
90508.5,89864.4
116668,117383
170914,172494
197958,195047
154564,152200
127449,130885
163210,161142
73145.9,72777.1
121857,118356
174561,175374
100146,97794.1
151603,145445
110853,107432
428447,421799
130573,129309
90328.2,92030.6
69421.3,68794.5
148244,149393
147165,146611
311512,303107
90831.8,87104.2
210248,201602
146369,144741
106004,105481
179965,166643
126023,122258
280230,268510
152650,147387
97252.5,94668.3
119615,116803
143398,143670
116308,116780
199687,203604
281061,283087
151080,152594
158862,155698
99788.7,99187.8
163739,160420
346630,347268
151455,150243
188551,192793
106838,107416
101559,98625.5
103813,104776
173769,171889
185349,183542
118295,103605
160921,151653
197361,193953
207212,203482
346854,214912
146821,144778
128541,126784
184858,173589
113855,113967
124336,123136
155358,146358
175018,174496
705142,688660
366528,277472
87862.3,85273.8
798414,583205
152077,147825
199434,194288
397489,284756
117071,117811
64412.4,59001.3
122316,122206
144525,141740
237512,228669
93794.5,91638.1
131762,127689
110110,108389
676406,675566
104006,99560.3
109099,104350
94593.7,93442.7
725134,713714
254769,250081
353026,343906
134871,130439
298097,280156
112376,112607
101153,99430.2
83743.2,83143.2
502489,491142
199859,198710
170892,167602
283955,287415
162610,160084
299881,162325
606683,580234
213383,210899
245127,240027
125803,125244
150768,147062
653233,512633
119190,118150
129980,123625
268101,260899
181417,173735
127280,127129
438541,440869
99701.4,97787.1
144221,142396
306653,282262
87679.9,85755
145081,143079
134645,133327
218842,205764
140059,139008
105564,102565
306880,309157
147722,140540
174718,173235
184577,184502
102985,101327
105789,100216
183229,109444
129260,123579
308862,293588
116081,109512
71837.3,68952.6
123366,120628
113819,110538
71876.8,66482.7
175323,176940
199236,197134
146967,146362
287735,193129
197011,193766
168181,164774
115492,113316
68317.1,62232
104574,103551
139137,121356
137848,134677
205567,193118
159405,159384
283929,276823
279919,277791
35934.8,35670.1
500011,492612
321073,315172
87055.5,87540.5
157675,156339
210695,199818
663431,644476
119047,115534
167241,160309
160914,158182
155687,152252
276287,259998
98121.8,96958.7
84186.9,83854.2
137038,135142
106383,105358
79356.6,78084.5
105662,104307
164233,157442
55935.7,55399.7
139572,135905
146729,141764
105905,105273
252578,239471
110511,111839
161259,166030
48795.5,48678.5
252718,243435
143488,141427
111254,105028
194750,186808
289572,269995
116850,111491
114354,113052
94907.9,96250.5
376049,359496
224707,217983
114033,110171
151379,148020
260694,254504
343452,341256
91713.2,85523.8
286834,273042
37860.7,37591.7
102068,96923.1
113620,109596
100923,100450
363897,355537
529929,328682
86749.5,84062.8
179287,176941
826376,823530
133209,133835
91404,93723
242833,241721
115017,116216
52804.4,51067.4
196483,189101
131988,132280
314120,308217
83555.5,80799
99815.5,99641.7
94016.6,94454.1
110331,111383
172290,167789
138158,136478
165798,159246
232582,225153
130366,126517
160381,161843
144687,133092
277610,258114
534079,511317
214566,207584
242369,236608
104631,100563
144500,140992
162078,159610
126847,126813
169307,126526
115753,115057
261357,261712
121545,121193
307970,184453
133025,129407
138724,135402
134208,133074
136917,137409
205488,201180
163390,160072
210563,200131
223364,224510
178926,180561
170921,167606
143599,144856
207920,186017
173497,172945
124990,121935
130416,133772
96531.4,96030
153012,144595
202825,193107
482862,488748
180628,175293
153654,150967
120456,117681
163523,164540
288245,271533
177143,168976
328270,223174
150020,149239
262080,256368
295301,287404
232512,224770
171935,166826
143892,136347
142265,138606
180639,182837
119943,116730
110270,111724
99014.8,97456
130958,131810
83118.3,77458.7
150318,140930
154092,153784
125793,119264
99058.1,87906.6
136170,133108
79306.7,75950
367080,367279
140784,140023
219812,213670
136603,136633
149231,140878
221866,214965
110866,106645
117094,116549
170470,167775
112526,108890
199246,192540
87504.9,87970.9
86677.1,86727.3
101150,98080.7
129678,130272
106340,105625
179115,166021
171996,171116
167248,163778
102992,100961
176178,169673
117318,107998
167181,159388
153611,148306
94540,86373.7
111742,110890
161235,150688
171425,172789
161178,158940
179647,180286
288269,280400
145614,143561
91721.9,89753.3
133658,137411
121724,120047
247853,244180
102223,104164
40940.8,42348.7
192686,188090
388807,208765
194544,188885
162484,157155
181450,182322
56471.4,55605
191961,190178
124056,124320
138154,137100
132920,133932
132494,132547
145393,145278
144067,137132
172440,163090
130556,130995
117902,119292
463628,458687
114092,109072
106768,106578
149180,144800
59641.1,59406.3
94780.3,93854.7
141877,141118
82624.2,83308.7
144949,144834
107787,106599
142667,140528
213879,207498
107419,109581
125354,123992
158825,155855
48707.7,49263.5
343153,340996
131013,128213
211079,207569
268587,173534
143758,143263
87168.6,87975.3
262754,270789
82015,80552.4
271199,153856
287980,283734
158839,152633
111300,107898
203225,203064
115830,109655
70612.6,68564.8
172635,167345
141802,144193
170321,158415
192268,189713
149508,146015
170615,167815
137969,131898
657794,615615
112557,112900
129965,130608
93130.4,90886
206098,201509
133062,134779
213718,209037
411988,397261
80439.3,77340.3
142095,145163
190991,189008
159104,155529
126283,123378
195532,180481
157297,146244
143001,130019
149800,146917
105342,109396
158905,160317
256963,251625
115386,112511
75418.2,74580.7
120221,114396
90281.1,90744.4
108533,102275
264275,254167
181657,178341
92774.1,93044.8
152968,150580
187156,179752
125796,117682
165091,158433
175718,162128
165327,154910
193932,188696
105909,104031
189406,185341
167530,163430
158540,156015
185686,180949
149500,147384
344694,351256
104910,103647
218764,213154
190660,192345
84965.1,85729.8
164022,158512
72670,72906
80048.3,78716.2
162684,159887
288166,285427
179983,179599
101514,101305
338874,269485
132065,131041
119513,117689
153044,148711
138618,136052
169101,164373
137400,131754
121770,114662
157877,147873
148968,143246
164750,164681
136244,129185
98203.9,97732
167776,161574
169766,161055
264598,262300
147529,137692
122996,122388
94250.9,92583.2
173582,165843
198496,198318
253203,248128
78467.3,77920.6
109997,100620
117308,114715
232475,212727
204232,206482
303886,293267
513289,509564
118824,119108
210621,201501
148266,144143
129808,129078
132354,132274
95226.3,95913.8
270540,264662
199833,194286
33757.1,33448
178785,176000
123160,118929
75547.9,71278
175480,171295
73164,70689.7
233948,228326
124932,123483
362017,346903
94016.5,89886.1
124279,122967
437738,242549
187448,182055
113108,109146
167796,167755
180624,176253
139834,139546
211551,207510
117595,119432
144564,145418
97474.2,89930.7
108733,107465
80520.2,78354.4
256277,145533
131060,126322
303866,260444
76429.4,75945.1
137850,136686
114972,110521
257091,255047
122319,117565
88085.6,78438.3
161457,159254
164537,164788
115206,111999
90127,85995.9
179248,179094
124365,122192
144807,137354
62459.3,63003.6
143523,143895
124064,121864
183209,178267
31782.4,31426.7
89487.7,85954.4
151094,147429
356871,355330
129457,128921
161482,142375
189379,184758
82608.1,81799.9
443111,344932
440213,435413
137861,138443
111699,112554
140723,140836
91983,91705.2
156470,148405
98222.4,98473.3
170699,162997
129529,127273
191108,183299
109905,112610
137605,133927
130859,127666
356686,363776
138840,131001
154228,157038
422545,411220
156049,153580
212368,207560
60072.2,60051.7
89597.5,90981.8
93464.2,96493.7
138976,131361
211248,208709
147276,148576
167856,166058
228162,228750
100054,102704
126099,126584
318414,309798
168547,167458
166338,163148
223022,227189
184231,185238
177392,172731
196425,196725
162846,163541
50791.4,51607.9
447854,452482
460895,449955
304513,295653
149370,142194
150069,144716
197874,190946
136850,123656
128297,128514
199860,188688
167517,160275
42643.6,41603.3
93864.9,87225.9
311694,308179
151726,138404
179523,180764
90278,90022.8
351442,346752
75149.8,75421
208240,200108
115276,111089
196990,192700
266256,264635
146604,141374
144788,144312
50928.8,52065
200421,198202
77453.9,78094.7
124219,121358
189030,185258
242048,234971
177032,169605
120057,120317
285819,284872
257157,251413
516419,500876
206596,200719
33090.5,29389.7
95120,97581.7
139257,138489
183426,178784
596998,566355
196954,191656
266768,270690
287643,277570
143885,137854
163348,163176
195495,190855
160969,155955
237428,228606
76381.3,76597.7
196811,189186
159832,149107
190345,171060
142312,140320
244405,233979
97320.2,97438.4
138056,134801
207814,190173
148065,146997
263328,256488
84144.8,83503.4
241592,239693
128058,115087
269609,264072
35885.3,38204.2
164911,156930
229694,225620
295106,293422
171171,167937
259448,238594
119602,122015
99127,97046.5
652280,657658
98967.3,100228
275736,251556
142006,142322
145284,144349
36625.5,36617
49624.4,49372
150813,152692
171273,163693
146873,144935
129904,127466
181605,180976
60637.7,60092.1
146057,123739
622877,606515
122054,120750
340592,323221
182061,180534
150636,144239
76228.8,75218.4
167706,166759
146520,148337
123970,119132
274412,254600
112354,110800
59173.6,58343.9
146686,137933
87588.8,85582.7
179358,173458
194172,184054
159100,155671
214035,214536
123051,118180
171765,156464
231336,227741
157500,158151
134616,130798
154781,150659
176810,168063
128511,125990
97327.6,96395.5
37810.4,38040.8
78808.7,81112.3
155519,154210
176956,178778
186260,189185
120093,116135
626252,609884
133860,135113
98518.7,94046.5
179322,178768
158931,158198
385562,377217
91907.6,87380.5
493377,474862
298646,292715
152957,150932
129182,129008
210076,210525
56200.4,56095.6
131467,125069
152463,140254
294888,162886
139858,140304
155544,150636
180781,177237
233262,231041
411704,411295
64305.9,62754.5
129096,130618
140286,136225
257451,169477
403854,386913
89860,89251.4
187657,181613
131680,129567
108661,105531
154050,148780
98921.1,96911.4
107399,103371
79081.7,80131.5
126942,126611
92844.2,90241.6
288781,288141
136183,133716
131458,125551
157206,140508
259206,254580
178843,176818
55866,55655.9
115795,117599
516669,487432
285144,279138
132554,128145
57846.9,59139.7
236686,236354
80226.5,80635.8
125422,125840
61710.9,60427.1
151396,147162
237582,228240
132211,125763
101408,94743.8
71126.8,69869.3
131455,127699
163365,156147
447078,433630
183119,178245
107648,102027
137296,134674
216704,210840
134986,134112
128875,116696
105290,105373
55613.9,54579.4
129394,126400
49152.6,47631.7
178385,167421
298865,285248
66844.2,65621.7
99075.8,98348.5
235143,224498
144112,144282
167075,156735
126133,125806
126914,122953
200510,195730
170150,152431
151421,148224
100124,100522
113299,112948
102956,102918
146959,141990
186944,189200
140235,138942
132578,130903
191309,195852
89306.3,77042.6
485620,361246
147504,149950
285126,293228
296253,291758
192714,175489
127617,124620
259147,239342
104044,101982
143593,143671
157161,152739
73902.4,73626
182227,177240
157121,157690
183164,183491
374366,378210
130544,127001
136408,130403
469339,445055
104267,92153.1
171045,91896.9
103252,102683
277688,280295
122498,124094
67431,68318.5
146477,144407
64932.5,65205.7
203224,199627
257518,242948
129450,125204
135230,129950
197528,200843
341048,343513
156827,158165
171794,164653
154425,152984
140167,140554
100229,95772.3
383839,231506
227912,230528
310785,305130
80806.5,81155.4
95894.7,92873.5
120640,122136
207678,208553
150005,147589
98196.3,95752.6
191098,186435
136693,131812
156971,152378
233229,231301
98636.7,98432.3
146099,138412
113740,114220
173571,170672
576802,565288
151934,150291
219304,216841
214494,211470
262160,259175
230050,230245
543521,525714
176062,166711
115637,111296
178370,171053
173527,174512
105990,103051
241653,131518
106442,107223
114970,112818
111039,109609
241210,141229
108540,105936
175589,167832
149152,146046
162526,158983
133454,132434
289560,280744
394039,397433
358335,243346
89345.6,86718.3
77090.5,76485.6
148232,147359
70323.7,72341.3
175074,173030
216674,215000
197345,192761
113294,111111
398557,321220
133037,133710
211186,195654
243663,243354
121610,119608
248919,245618
253303,253282
167163,164091
144896,142034
195481,197386
717934,700129
118549,120502
134882,129840
138919,136935
265440,251629
122245,121607
160755,161519
185008,180907
121114,122463
241329,232707
173294,173905
140791,139212
275468,275685
98245.7,95690.6
133247,132215
231489,221069
149455,144521
164929,160303
58191.2,55563.8
231922,228652
253860,244754
481458,343081
184563,186005
119251,117192
97162.9,94684.7
145925,140783
75958.6,75714.1
144508,146367
154866,151240
154577,151264
460259,465655
63137.8,63614.7
190775,181424
176470,172891
68346.1,69068.8
148436,147060
162242,159205
813709,802147
178456,169944
153029,145786
187553,182864
463394,455604
192260,186488
238837,225051
405618,240736
111239,111880
675733,664108
138286,137174
208946,203831
111604,110030
568045,549038
134548,135271
127174,121864
196010,190157
112948,107176
292498,296832
92019.8,87711.4
234244,229932
157928,146794
123656,120358
147344,141226
118634,114357
87980.9,83052.5
169055,162730
81564.2,80005.3
95220.4,92731.2
155138,151676
158636,156292
141350,137289
132999,129525
143695,138021
120384,119006
84467.9,84173.5
188224,183521
101204,101431
280582,274340
173448,171422
120860,116304
199936,194309
118028,117634
90682.3,90268.9
149647,127684
178728,178055
129676,124242
206363,198530
95504.5,94232.2
158679,159733
456656,437594
114326,112940
412654,406657
108124,101400
65070.8,65870.9
166447,159209
152868,146777
151212,147403
112052,108595
135968,127553
223205,215204
138194,138094
170406,169175
84732.6,82021.2
203722,198928
222056,213084
191386,191684
147493,143471
250304,250411
157513,146744
110419,110332
158428,152700
199962,193650
93466.3,90442.4
122781,125167
221181,216930
209288,194835
93306.3,94717.3
190652,104568
199662,188939
253542,254854
116658,115347
222334,217824
320745,181372
130038,130613
108612,104837
140407,138925
117574,120239
179650,178919
353644,349403
89157.8,89068.5
127636,126156
214892,219002
120392,115864
71207,72813.6
80722.2,82373.3
186353,182027
45019.3,31518.5
114392,113658
100167,98875.1
81730.9,80741.3
157631,156671
123499,120381
116381,112806
67835.3,66774.5
128734,127156
112669,109716
50442.2,50584.4
85508.4,84634
89680.8,90135
617985,621029
137924,139286
105211,100219
126522,123228
103756,105374
148380,148432
162572,157582
160150,162109
169249,165051
128825,126840
141075,138365
414171,409952
131591,128250
258985,261345
26888.4,26577.2
161518,154692
834515,805829
137704,137191
133168,135713
86220.8,79876.5
141784,133655
165332,159694
173966,165292
169629,166192
120689,112052
110139,107722
122914,123300
230882,229381
270964,269365
171535,172071
785843,797539
95209.1,94680.8
186366,188116
129344,129626
108146,108532
352998,347089
347363,321384
155744,153064
86085.1,78858.1
363158,364737
175961,177819
157893,156861
88726.6,88209.1
157651,157602
128803,128655
216330,212450
154899,138394
205268,200360
186583,189200
280145,277424
222506,219550
100098,100383
91543.6,77559.6
86950.7,84831.7
91279.6,93480
192097,184917
229545,229337
126749,128668
124248,116171
126148,123916
105030,106365
170321,162166
100836,98908
298498,273543
159363,154593
273593,267968
209947,207077
709889,696015
160972,156292
228169,219928
84131.7,81621.7
136439,134693
276172,260041
167206,161004
156113,151022
159844,156535
112622,112076
309541,298415
71785.9,71461.3
221129,223486
132228,132932
105975,107942
80604.5,82428.9
120247,109798
112375,112448
58626.8,58661.4
293116,180288
117348,116957
131307,127707
131398,127820
171127,162356
147788,144331
149863,144917
260995,254094
165274,160072
149110,143488
146523,148122
195360,193439
171949,161493
96679.2,95663.7
155661,151021
328409,323231
133877,134762
125685,120225
197920,194355
132469,124523
127717,128452
101287,98040.2
283225,167735
68681.3,68665.1
201254,198367
190615,188516
90346.1,88655.4
197594,194402
232706,224293
116896,117393
203441,203829
146169,150511
111244,112621
145040,146558
106706,108247
87031.6,86964.4
192467,193223
107915,103318
98395.8,97907.4
138900,126797
83721.2,85096.3
125996,124675
154983,154932
91122.4,90923.1
149821,144164
258998,259484
93289.8,91233.8
358537,347958
103124,101760
348284,334844
123742,120071
131498,131568
217821,210698
382950,210505
131383,129160
220062,220524
153022,142551
124451,123196
104029,105021
236143,227646
123349,121063
160455,159916
111728,108765
167511,129079
187053,183862
105622,103365
624430,612380
124165,126539
142492,135173
132470,130992
156947,147695
151734,145962
183181,175537
142384,142138
112465,114611
160482,159946
128422,126385
38351.2,30284.8
223138,222431
123453,121049
323374,322504
133806,133810
158876,157059
164510,161292
124064,124789
143714,136981
159972,153886
110840,109814
107420,105751
136981,135700
115527,112091
201729,199776
132653,125992
181414,183379
192769,187006
141868,133604
104604,101357
478045,471545
89721.1,90220.8
106030,102954
299508,292993
59670.7,58168.9
104284,103688
120894,116658
134790,118412
121485,107449
